Timestamp,Src IP,Src Port,Dest IP,Dest Port,Proto,Signature,Category,Severity,Metadata,Signature ID,Event Type
12/24/23 11:46 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:45 PM,10.0.5.230,55754,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:44 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:44 PM,10.0.5.230,54139,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:44 PM,10.0.5.230,54139,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:43 PM,10.0.5.230,62218,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:42 PM,10.0.5.230,59666,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:41 PM,10.0.5.230,60423,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:41 PM,10.0.5.230,60423,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:41 PM,10.0.5.230,56293,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:40 PM,10.0.5.230,56293,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:40 PM,10.8.80.133,56258,8.8.8.8,53,UDP,ET POLICY possible Xiaomi phone data leakage DNS,Potential Corporate Privacy Violation,1,"{'updated_at': ['2020_09_15'], 'created_at': ['2014_08_11']}",2018918,alert
12/24/23 11:39 PM,10.0.5.230,64265,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:39 PM,10.0.5.230,64265,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:39 PM,10.0.5.230,61869,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:38 PM,10.0.5.230,59521,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:37 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:36 PM,10.0.5.230,54885,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:36 PM,10.0.5.230,54885,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:36 PM,10.0.5.230,61100,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:34 PM,10.0.5.230,56593,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:34 PM,10.0.5.230,65083,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:34 PM,10.0.5.230,65083,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:34 PM,10.0.5.230,56593,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:32 PM,10.0.5.230,62996,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:32 PM,10.0.5.230,62261,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:31 PM,10.0.5.230,61858,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:31 PM,10.0.5.230,61858,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:30 PM,10.0.5.230,57355,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:30 PM,10.0.5.230,61533,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:29 PM,10.0.5.230,54600,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:29 PM,10.0.5.230,54600,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:28 PM,10.0.5.230,65133,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:28 PM,10.0.5.230,65133,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:26 PM,10.0.5.230,64011,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:26 PM,10.0.5.230,64011,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:26 PM,10.0.5.230,57802,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:25 PM,10.0.5.230,63476,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:24 PM,10.0.5.230,54139,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:24 PM,10.0.5.230,54139,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:24 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:23 PM,10.0.5.230,58058,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:21 PM,10.0.5.230,63399,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:21 PM,10.0.5.230,63399,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:21 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:21 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:20 PM,10.0.5.230,58752,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:19 PM,10.0.5.230,54613,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:19 PM,10.0.5.230,58983,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:19 PM,10.0.5.230,55618,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:17 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:17 PM,10.0.5.230,64906,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:17 PM,10.0.5.230,54136,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
12/24/23 11:16 PM,10.0.5.230,54136,8.217.48.154,53,UDP,ET MALWARE Win32/PlugX Variant CnC Activity,A Network Trojan was detected,1,"{'updated_at': ['2022_05_06'], 'signature_severity': ['Major'], 'performance_impact': ['Low'], 'malware_family': ['Win32_DLOADR_TIOIBEPQ'], 'former_category': ['MALWARE'], 'deployment': ['Internal', 'Perimeter'], 'created_at': ['2022_05_05'], 'attack_target': ['Client_Endpoint']}",2036499,alert
12/24/23 11:15 PM,10.0.5.230,55341,8.217.48.154,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:15 PM,10.0.5.230,57884,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 6 or 7 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_04_18'], 'created_at': ['2012_05_04']}",2014701,alert
12/24/23 11:15 PM,10.0.5.230,57884,45.133.238.117,53,UDP,ET DNS Non-DNS or Non-Compliant DNS traffic on DNS port Opcode 8 through 15 set,Potential Corporate Privacy Violation,1,"{'updated_at': ['2022_07_18'], 'performance_impact': ['Significant'], 'former_category': ['DNS'], 'created_at': ['2012_05_04']}",2014702,alert
